title,upload_date,views,likes,comments,introduction
Arduino: Hobbyist Electronics to Orbit! - Computerphile,2013-12-22,160340,3252,178,"Arduinos are used extensively in hobbyist electronics and hacker culture, but what is an arduino & how can you use them? Joe explains how they're used in both hobby projects and space programmes....Raspberry Pi Hardware: 
http://www.youtube.com/watch?v=sx2Hju...
Texting Cabbage with a Recorder: 
http://youtu.be/YkPrUkYKy8I
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Joe Nash is president of hacksocnotts (Nottingham University's Hacker Society)Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Triangles to Pixels - Computerphile,2013-12-18,221218,4501,196,"Audible free book: 
http://www.audible.com/computerphile
How do we go from 3D representations within a computer to pixels on a screen? John Chapman has the details!John Chapman is a graphics programmer who blogs here: 
http://www.john-chapman.net
Graphics series with John Chapman:1/ Universe of Triangles : 
http://youtu.be/KdyvizaygyY
2/ Power of the Matrix : 
http://youtu.be/vQ60rFwh2ig
3/ Triangles to Pixels : 
http://youtu.be/aweqeMxDnu4
4/ Visibility Problem : 
http://youtu.be/OODzTMcGDD0
5/ Light and Shade in Computer Graphics: Coming Soon
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
EXTRA BITS - Printing and Typesetting History - Computerphile,2013-12-15,76593,1798,74,"More information on the background of Printing and Typesetting to complement ""The Great 202 Jailbreak"" film which can be seen here: 
http://youtu.be/CVxeuwlvf8w
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
The Great 202 Jailbreak - Computerphile,2013-12-13,506284,8004,251,"Before laser-printers, high quality print-outs were the domain of typesetters, expensive and tightly controlled. In 1979 a Bell Labs team reverse engineered one in their summer vacation. Professor Brailsford has the details.EXTRA BITS - More on Printing and Typesetting History: 
https://www.youtube.com/watch?v=HdMod...
Mainframes and the Unix Revolution: 
http://youtu.be/-rPPqm44xLs
To find out how the 1980 Bell Labs `vacation memo' was completely rebuilt,in 2013, visit:
http://www.eprg.org/papers/202paper.pdf
If you want to see the `vacation memo' itself -- in its original scanned-in form and after being rebuilt --  then visit:
http://www.cs.princeton.edu/~bwk/202
The memorandum gives an outline of how the `reverse engineering' of the 202 was accomplished.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
The True Power of the Matrix (Transformations in Graphics) - Computerphile,2013-12-07,539258,10000,448,"""The Matrix"" conjures visions of Keanu Reeves as Neo on the silver screen, but matrices have a very real use in manipulating 3D graphics. John Chapman explains the true power of the matrix.Graphics series with John Chapman:1/ Universe of Triangles : 
http://youtu.be/KdyvizaygyY
2/ Power of the Matrix : 
http://youtu.be/vQ60rFwh2ig
3/ Triangles to Pixels : 
http://youtu.be/aweqeMxDnu4
4/ Visibility Problem : 
http://youtu.be/OODzTMcGDD0
5/ Light and Shade in Computer Graphics: Coming SoonJohn Chapman is a graphics programmer who blogs here: 
http://www.john-chapman.net
How NOT to store Passwords: 
http://www.youtube.com/watch?v=8ZtInC...
Addendum - at 
12:35
 the formula should read: x*0+y*0+1*1
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Cross Site Request Forgery - Computerphile,2013-12-03,684247,16000,344,"If you don't secure your web forms, one mistaken click could be all it takes for your users to delete their own accounts. Tom Scott explains.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
More from Tom Scott: 
http://www.youtube.com/user/enyay
 and 
https://twitter.com/tomscott
Hacking Websites with SQL Injection: 
http://www.youtube.com/watch?v=_jKylh...
Cracking Websites with Cross Site Scripting: 
http://www.youtube.com/watch?v=L5l9lS...
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
A Universe of Triangles - Computerphile,2013-11-29,441624,8980,517,"We see objects all the time and our brains decode the 3D shapes, but how do computers model these shapes and why break it all down to triangles?Graphics series with John Chapman:1/ Universe of Triangles : 
http://youtu.be/KdyvizaygyY
2/ Power of the Matrix : 
http://youtu.be/vQ60rFwh2ig
3/ Triangles to Pixels : 
http://youtu.be/aweqeMxDnu4
4/ Visibility Problem : 
http://youtu.be/OODzTMcGDD0
5/ Light and Shade in Computer Graphics: Coming SoonJohn Chapman is a graphics programmer who blogs here: 
http://www.john-chapman.net
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
A New Golden Age of Video Games - Computerphile,2013-11-23,75855,1702,238,"As two new games consoles are released on to the market - Ian talks about how gaming has instead been revolutionised by stealth - via smart-phones & tablets.Ian Livingstone is Life President of Square Enix and Eidos. 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
How NOT to Store Passwords! - Computerphile,2013-11-20,2180837,55000,1619,"Security of users' passwords should be at the forefront of every web developer's mind. Tom takes us through the insecure ways in which some websites deal with passwords.Note: At circa 8mins, the animation does not show how the 'salt' is also stored in the database alongside the username.Hashing Algorithms and Security: 
http://youtu.be/b4b8ktEV4Bg
 Security of Data on Disk: 
http://youtu.be/4SSSMi4X_mA
More from Tom Scott: 
http://www.youtube.com/user/enyay
 and 
https://twitter.com/tomscott
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
How YouTube Works - Computerphile,2013-11-15,503753,8066,796,"How does YouTube work and why do videos buffer? See more in the full description.Our thanks to the staff at YouTube for giving us their time.Characters, Symbols & the Unicode Miracle: 
http://youtu.be/MijmeoH9LT4
 YouTube's Secret Algorithm: 
https://www.youtube.com/watch?v=BsCeN...
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
Video by Sean Riley and Brady Haran.NOTE ONE: This was filmed at YouTube HQ in San Bruno. It was filmed before the much-discussed changes were made to YouTube comments section - we have not asked questions about that.NOTE TWO: This is a Computerphile video - it was NOT made by YouTube or reflect the company's official views. Staff were kind enough to answer some of our questions (well, most of them), but they did not edit the video or ""approve"" it - any mistakes in the editing or animations are most likely our own.NOTE THREE: A video about the YouTube algorithm (how videos are recommended) is coming soon to Computerphile - so you really should subscribe.NOTE FOUR: The snowboarder is Sean!NOTE FIVE: Music on snowboarding film courtesy Hudson Super Six 
http://www.facebook.com/hudson.supersix
NOTE SIX: Error on the graphics where it says 320p - actually should read 360pWhy views stick at 301: 
http://youtu.be/oIkhgagvrjI"
Hashing Algorithms and Security - Computerphile,2013-11-09,1345313,28000,372,"Audible free book: 
http://www.audible.com/computerphile
Hashing Algorithms are used to ensure file authenticity, but how secure are they and why do they keep changing? Tom Scott hashes it out.More from Tom Scott: 
http://www.youtube.com/user/enyay
 and 
https://twitter.com/tomscott
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Pigeon Sound Effects courtesy of 
http://www.freesfx.co.uk/
 Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Texting Cabbage with a Recorder - Computerphile,2013-11-06,54475,1015,166,"How many words can you type if you are restricted to a musical typewriter? HackSocNotts competed in a hack-athon and came up with this! Hackathons are endurance coding events which can lead to all sorts of strange hybrid ideas becoming reality.Correction: at 3mins in Paula meant to say 2 to the power 8 (2^8) not 8 factorial.Hashing Algorithms: COMING SOON!Musical Floppy Drives: 
http://www.youtube.com/watch?v=C3dU5u...
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
EXTRA BITS - Text Compression Meets Probabilities - Computerphile,2013-11-05,67940,1798,74,"The LZ Compression technique implicitly works out its own probabilities for a given document. Professor Brailsford explains.Main LZ compression film: 
http://youtu.be/goOa3DGezUA
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Elegant Compression in Text (The LZ 77 Method) - Computerphile,2013-11-01,460438,9310,309,"Text compression methods such as LZ can reduce file sizes by up to 80%. Professor Brailsford explains the nuts and bolts of how it is done.Original Compression film: 
http://youtu.be/Lto-ajuqW3w
EXTRA BITS - Text Compression meets probabilities: 
http://youtu.be/cCDCfoHTsaU
Cross Site Scripting with Tom Scott: 
http://youtu.be/L5l9lSnNMxg
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Cloud Computing (Cloudy with a Chance of Pizza) - Computerphile,2013-10-29,52737,936,263,"The Cloud is a term applied to seemingly anything internet related, but what is cloud computing and how is it different? Dr Taha Osman explains how cloud computing even powers pizza ordering portals.Dr Osman is a Principal Lecturer and reads Service-Centric & Cloud Computing and Semantic Web Technologies at Nottingham Trent University (NTU)
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Cracking Websites with Cross Site Scripting - Computerphile,2013-10-23,1446102,35000,903,"Audible free book: 
http://www.audible.com/computerphile
JavaScript is dangerous! Why? How are websites vulnerable to it? Find out about bug-bounties from Tom Scott.More from Tom Scott: 
http://www.youtube.com/user/enyay
 and 
https://twitter.com/tomscott
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
EXTRA BITS/TRITS - Huffman Trees - Computerphile,2013-10-22,55392,1555,149,"More about Huffman trees and how they can even work for a trinary system.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
How Huffman Trees Work - Computerphile,2013-10-18,238672,4484,214,"How do we derive the most compact codes for a situation? Huffman Trees can help. Professor Brailsford explains how computer scientists like their trees to be upside down.""Entropy in Compression - Computerphile"" precedes this: 
http://www.youtube.com/watch?v=M5c_RF...
 EXTRA BITS: More on Huffman Trees: 
http://www.youtube.com/watch?v=DV8efu...
Error Correction: 
http://www.youtube.com/watch?v=5sskbS...
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
"The Grid, CERN's Global Supercomputer - Computerphile",2013-10-15,104129,2205,242,"CERN developed their 'Grid' before the world wide web took off. Maria and Andrzej explain how it does a lot more than just share the reams of data the Large Hadron Collider collects.Correction: at 1min 16s, Maria meant to say 10 Gigabits Per Second (not gigabytes)CERN Computing Centre (& Mouse Farm): 
http://www.youtube.com/watch?v=S0MgJF...
Maria Alandes Pradillo - Grid Information System expertAndrzej Nowak - CERN Openlab CTO Office
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Hacking Websites with SQL Injection - Computerphile,2013-10-09,2303884,45000,885,"Websites can still be hacked using SQL injection - Tom explains how sites written in PHP (and other languages too) can be vulnerable and have basic security issues.More from Tom Scott: 
http://www.youtube.com/user/enyay
 and 
https://twitter.com/tomscott
Follow the Cookie Trail: 
http://www.youtube.com/watch?v=LHSSY8...
CERN Computing Centre & Mouse Farm: 
http://www.youtube.com/watch?v=S0MgJF...
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
EXTRA BITS - Data Security and Flash Memory - Computerphile,2013-10-08,71506,1526,98,"Derek McAuley is professor of Digital Economy at University of Nottingham's School of Computer Science.Main ""Security of Data on Disk"" film: 
http://youtu.be/4SSSMi4X_mA
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Virtual Machines Power the Cloud - Computerphile,2013-10-05,128270,2729,145,"The number of virtual machines has swelled due to cloud computing & changes to the X86 processor, but what are Virtual Machines and how do they run legacy software alongside cutting edge code? Derek McAuley explains.Punch Card Programming: 
www.youtube.com/watch?v=KG2M4ttzBnY
Encryption and Security Agencies: 
www.youtube.com/watch?v=sWeVOXpTOhk
CERN Computing Centre (and mouse farm): 
http://www.youtube.com/watch?v=S0MgJF...
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Encryption and Security Agencies - Computerphile,2013-10-02,120007,2218,130,"News stories surface every day about how National Security Agencies have broken encryption, but what is media 'hype' and what's the truth? - Richard Mortier explains.Security of Data on Disk - Computerphile 
http://www.youtube.com/watch?v=4SSSMi...
 Characters, Symbols and the Unicode Miracle
http://www.youtube.com/watch?v=Mijmeo...
Random Numbers - Numberphile 
http://www.youtube.com/watch?v=SxP30e...
Encryption and HUGE numbers - Numberphile 
http://www.youtube.com/watch?v=M7kEpw...
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
EXTRA BITS - UTF-8 'nearly' works - Computerphile,2013-09-30,160202,3028,131,"UTF8 is fantastic, but people still have translation issues with some characters - Tom explains why.More from Tom Scott: 
http://www.youtube.com/user/enyay
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
How Intelligent is Artificial Intelligence? - Computerphile,2013-09-27,300207,5504,594,"How far have we come with Artificial Intelligence? Are there intelligent machines, or have we changed the world to allow dumb machines to behave intelligently?Luciano Floridi is Professor of Philosophy and Ethics of Information at the University of Oxford. He is Senior Research Fellow at the Oxford Internet Institute and Fellow of St Cross College. He was previously Professor of Philosophy and UNESCO Chair in Information and Computer Ethics at the University of Hertfordshire.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Gesture Controls - Computerphile,2013-09-24,48908,1334,157,"How are gesture controls turned into game commands? How can these gestures aid people in rehabilitation? Nottingham Trent University's Interactive Systems Research Group show us their work with wii and kinect technologies.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
"Characters, Symbols and the Unicode Miracle - Computerphile",2013-09-20,1770154,49000,596,"Audible free book: 
http://www.audible.com/computerphile
Representing symbols, characters and letters that are used worldwide is no mean feat, but unicode managed it - how? Tom Scott explains how the web has settled on a standard.More from Tom Scott: 
http://www.youtube.com/user/enyay
 and 
https://twitter.com/tomscott
EXTRA BITS: 
http://youtu.be/qBex3IDaUbU
Data Security: 
http://youtu.be/4SSSMi4X_mA
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Security of Data on Disk - Computerphile,2013-09-17,208826,4084,218,"Deleting files may not mean they're gone. Even overwriting them isn't safe. Professor Derek McAuley explains.EXTRA BITS - more on Flash/SSD: 
http://youtu.be/HQWFCDN9VZI
 Punch Card Programming: 
http://youtu.be/KG2M4ttzBnY
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Thanks to Richard Faulkner for the photo of the hard disk being destroyed.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Home-Made Code - Computerphile,2013-09-13,278247,3972,522,"You, the Computerphile viewers sent us your code - Brady takes a first look at some of the things you sent us!Original film where we asked for code: 
http://youtu.be/owz7XExO-Wk
 An extra review we trimmed from this video: 
http://youtu.be/ngOVI5YuPmw
Send your code to sean.computerphile@gmail.com Mohamed's Javagame github page: 
https://github.com/redomar/JavaGame
 (Mohamed wanted to apologise and points out that he used vanZeben code in his program)
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Error Correction - Computerphile,2013-09-10,234948,4828,316,"What good is knowing you have a problem if you can't fix it? - Professor Brailsford explains Hamming Codes and how errors can not just be detected, but also corrected. Original Compression film: 
http://youtu.be/Lto-ajuqW3w
Entropy in Compression: 
http://youtu.be/M5c_RFKVkko
Error Detection: 
http://youtu.be/-15nx57tbfc
Home-made Video Arcade: 
http://youtu.be/pcR7ylW-Gok
BASIC & Sorting: 
http://youtu.be/Ou2A-JWszVA
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
CERN Computing Centre (and mouse farm) - Computerphile,2013-09-06,156781,4222,407,"The CERN computer grid processes the information from the world's most powerful particle accelerator. Brady gives us a tour of the heart of the operation: CERN's Tier 0.CERN Interviews: 
http://youtu.be/cj8ZNgnzSSU
 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
Film by Brady Haran.Computerphile is a sister project to Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Programming Paradigms - Computerphile,2013-08-30,637031,11000,979,"There are different styles of programming, some quite closely resemble pure mathematics. Mathematician and Computer Scientist Laurence Day compares two of them.Note: In the Java code the delimiters within the 'for' loop should be semi-colons, not commas. Apologies for the error.What if the Universe is a Computer Simulation: 
http://youtu.be/YOxDb_BbXzU
 Sights and Sounds of Sorting with BASIC: 
http://youtu.be/Ou2A-JWszVA
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Network Address Translation - Computerphile,2013-08-27,135897,3456,204,"IPv4 ran out of space, so how are we still all looking at the internet? - NAT has the answer! - Richard Mortier explains how the IP address space was expanded upon.Network Stacks: 
http://youtu.be/PG9oKZdFb7w
IP addresses: 
http://youtu.be/L6bDA5FK6gs
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
EXTRA BITS - Behind the scenes on Computerphile - Computerphile,2013-08-22,46903,1947,184,"Professor Brailsford discusses the odd mistake that may have been made, including the omission of a certain Richard Stallman from our Mainframes & Unix film!Original Punch Cards Film: 
http://youtu.be/KG2M4ttzBnY
Extra Material on Punch Cards: 
http://youtu.be/lkSGMrH5Kic
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
EXTRA BITS - More about Punch Cards - Computerphile,2013-08-22,66079,1669,106,"Extra Bits of material about punch cards from Professor Brailsford.Original Punch Cards Film: 
http://youtu.be/KG2M4ttzBnY
Extra Material - behind the scenes: 
http://youtu.be/Wi326Leuemg
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Punch Card Programming - Computerphile,2013-08-21,804861,16000,448,"How did punch card systems work? Professor Brailsford delves further into the era of mainframe computing with this hands-on look at punch cards.Extra Material on Punch Cards: 
http://youtu.be/lkSGMrH5Kic
Extra Material - behind the scenes: 
http://youtu.be/Wi326Leuemg
Mainframes to Unix: 
http://www.youtube.com/watch?v=-rPPqm...
Near to the Metal: 
http://www.youtube.com/watch?v=uNuFVq...
Addendum: ""ICL punched cards actually have 12 rows -- not 11 as stated in the film. Choosing any two hole positions out of 12 gives 66 combinations -- which can represent 66 different characters. This in turn is more than enough for the 64 possibilities of a 6-bit character held in ICL computer memory. Also, some special characters could actually utilise three hole configurations adding further to the possibilities."" 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Birthplace of the World Wide Web - Computerphile,2013-08-14,70043,2236,262,"CERN is a famous centre for scientific research, but it's also where the WWW was ""invented"". More about CERN's computing power coming soon!!!
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video by Brady Haran.Computerphile is a sister project to Numberphile."
What if the Universe is a Computer Simulation? - Computerphile,2013-08-06,815792,17000,1560,"Free book: 
http://www.audible.com/computerphile
What if the Universe is just a computer simulation? What is fundamental particles are really just ""bits""?Featuring physicist Phil Moriarty from the University of Nottingham.Also check out our Scale of the Universe song on Sixty Symbols: 
http://youtu.be/XRdh8gmVR90
See more of Phil at Sixty Symbols - 
http://www.youtube.com/sixtysymbols
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Brady Haran.Computerphile is a sister project to Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels
Game of Life: 
http://www.bitstorm.org/gameoflife/"
Programming BASIC and Sorting - Computerphile,2013-08-04,231263,4241,479,"The sights and sounds of sorting! - Alex takes inspiration from our BBC microcomputer film and combines BASIC programming with some popular sorting algorithms.Get Sorted: 
http://youtu.be/kgBjXUE_Nwc
BBC B Microcomputer: 
http://youtu.be/do6xydtcVPk
Network Stacks and the internet: 
http://youtu.be/PG9oKZdFb7w
Quick Sort: 
http://youtu.be/XE4VP_8Y0BU
The YouTube films that inspired Alex:
http://www.youtube.com/watch?v=m1PS8I...
http://www.youtube.com/watch?v=t8g-iY...
http://www.youtube.com/watch?v=kPRA0W...
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Error Detection and Flipping the Bits - Computerphile,2013-08-01,111915,3151,292,"Devising codes for different weather states is all well and good, but what if the weather strikes back? Electrical storms can distort codes and noisy lines can confuse things, Professor Brailsford shows us one way of building redundancy into the system.Is Zero Even? - Numberphile: 
http://www.youtube.com/watch?v=8t1TC-...
 Mainframes and the Unix Revolution: 
http://www.youtube.com/watch?v=-rPPqm...
A Career in Video Games: 
http://www.youtube.com/watch?v=Q9igeV...
Professor Brailsford on Compression: 
http://www.youtube.com/watch?v=Lto-aj...
Professor Brailsford on Entropy in Compression: 
http://www.youtube.com/watch?v=M5c_RF...
Sound Effects courtesy of 
http://www.freesfx.co.uk/
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
A Career in Video Games - Computerphile,2013-07-27,89483,2717,479,"His career in games has stretched from the earliest home video games to the latest - now he wants to inspire youngsters to get involved and obtain the skills to have their own career in the video games industry. Ian Livingstone is Life President of Square Enix and Eidos. 
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
Eureka box art courtesy of www.64sets.com This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
IP Addresses and the Internet - Computerphile,2013-07-24,133240,2813,206,"IP addresses explained - what do these mysterious numbers and dots mean and how are they used? Richard Mortier explains the idea of the addresses behind the internet protocol.Network Address Translation (NAT): 
https://youtu.be/01ajHxPLxAw
 Quick Sort: 
http://youtu.be/XE4VP_8Y0BU
Get Sorted: 
http://youtu.be/kgBjXUE_Nwc
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Mainframes and the Unix Revolution - Computerphile,2013-07-19,417258,9162,592,"No internet, no networking; just a screen and a keyboard, or a pile of cards to punch holes in; mainframes were a world apart from today's smartphones and integrated circuits. Professor Brailsford remembers the Unix revolution.To hear about the omission of Gnu and Richard Stallman: 
http://youtu.be/Wi326Leuemg
ICL computer photographs courtesy of couperus.orgICL punch-card photographs courtesy of yesterdaystechnology.com Professor Brailsford's discussion on the origin of Computer Science in academia 
http://youtu.be/uNuFVq5QeRk
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Circuit Board Building Robot - Computerphile,2013-07-16,65885,1889,199,"See how a Pick and Place robot works to complete a circuit board at Ciseco. Matt Lloyd takes us on a tour to illustrate how they design and make components and add-ons for the Raspberry Pi.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
